Complete_Journey,Total_Distance_Miles
"Starting from 781 IRMA DRIVE; 1. Head northwest on Irma Dr toward Freemark Ave; 2. Turn right onto Freemark Ave; 3. Turn right onto M Cir; 4. Turn left Destination will be on the right; 5. Board the bus at the  M Circle Bus Stop; 6. Get down at the University Transit Center; 7. You have arrived at UC MERCED",3.3048
